gid,chr,str,glen,name,type,TPM_upf2_cortex_ko_1,TPM_upf2_cortex_ko_2,TPM_upf2_cortex_ctr_1,TPM_upf2_cortex_ctr_2
ENSMUSG00000024957.9,chr19,-,4465,Kcnk4,"lncRNA,nonsense_mediated_decay,protein_coding",0.043939,0.040593,0.052624,0.020207
ENSMUSG00000024958.13,chr19,-,3396,Gpr137,"nonsense_mediated_decay,protein_coding,retained_intron",57.596549,59.962855,44.811112,24.070634
ENSMUSG00000024959.14,chr19,+,2558,Bad,"protein_coding,retained_intron",124.05456,121.199115,98.100805,41.232625
ENSMUSG00000024960.9,chr19,-,6960,Plcb3,"lncRNA,protein_coding,retained_intron",20.675683,21.80984,21.178294,14.920834
ENSMUSG00000056612.7,chr19,+,1526,Ppp1r14b,"protein_coding,retained_intron",788.795474,707.300788,613.380994,314.013836
ENSMUSG00000056629.16,chr19,-,1640,Fkbp2,"nonsense_mediated_decay,protein_coding",106.646469,132.069024,83.622452,74.270601
ENSMUSG00000024962.13,chr19,-,1605,Vegfb,"protein_coding,retained_intron",60.444981,72.048103,49.725568,37.77646
ENSMUSG00000024963.12,chr19,-,1240,Dnajc4,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",30.298148,27.918276,25.138652,21.610349
ENSMUSG00000037349.9,chr19,-,1195,Nudt22,"protein_coding,retained_intron",50.811467,45.122793,46.992857,21.291596
ENSMUSG00000047656.9,chr19,+,1144,Trpt1,"lncRNA,protein_coding",57.535446,56.561263,33.820617,23.029465
ENSMUSG00000024965.9,chr19,-,5784,Fermt3,"nonsense_mediated_decay,protein_coding,retained_intron",2.272561,2.4129,4.874778,2.433455
ENSMUSG00000024966.9,chr19,-,2108,Stip1,protein_coding,317.453483,279.053785,314.623273,454.763236
ENSMUSG00000036278.7,chr19,+,1228,Macrod1,protein_coding,10.544222,8.044055,7.781119,7.641207
ENSMUSG00000117901.1,chr19,-,953,AC109619.1,lncRNA,31.70274,27.19694,40.516752,17.136128
ENSMUSG00000047787.8,chr19,-,5872,Flrt1,protein_coding,9.922918,12.933167,14.751959,7.943859
ENSMUSG00000024767.11,chr19,-,2545,Otub1,"protein_coding,retained_intron",353.867916,336.646982,341.936895,230.968976
ENSMUSG00000035885.5,chr19,-,619,Cox8a,"nonsense_mediated_decay,protein_coding",1061.118249,880.187582,803.205866,732.149121
ENSMUSG00000024764.10,chr19,-,9028,Naa40,"nonsense_mediated_decay,protein_coding,retained_intron",52.577879,50.582434,48.460733,37.657056
ENSMUSG00000024968.14,chr19,+,3157,Rcor2,"protein_coding,retained_intron",340.110351,355.638349,315.890641,220.203936
ENSMUSG00000024969.15,chr19,-,7942,Mark2,"nonsense_mediated_decay,protein_coding,retained_intron",49.04661,48.267788,44.594498,28.026333
ENSMUSG00000091558.1,chr19,+,1016,Gm17227,lncRNA,0,0,0,0
ENSMUSG00000024970.5,chr19,-,3753,Spindoc,"protein_coding,retained_intron",87.742856,85.264072,86.773382,46.663143
ENSMUSG00000117743.1,chr19,+,1404,AC129188.1,lncRNA,0,0,0.055784,0
ENSMUSG00000099923.2,chr19,+,1025,1700105P06Rik,lncRNA,1.244109,0.884144,1.604634,1.496415
ENSMUSG00000095690.2,chr19,-,654,Rab11b-ps2,processed_pseudogene,14.548994,16.212688,17.96363,11.588535
ENSMUSG00000118297.1,chr19,-,598,AC129188.2,processed_pseudogene,0,0,0,0
ENSMUSG00000053080.10,chr19,+,7032,2700081O15Rik,"nonsense_mediated_decay,protein_coding,retained_intron",199.185591,172.537601,156.832201,125.907022
ENSMUSG00000024758.15,chr19,-,5022,Rtn3,protein_coding,317.797029,283.206916,266.24919,278.166881
ENSMUSG00000024759.14,chr19,+,10099,Atl3,"nonsense_mediated_decay,protein_coding,retained_intron",8.654427,10.31071,13.804549,26.06064
ENSMUSG00000060675.13,chr19,+,6396,Pla2g16,protein_coding,5.352491,4.052327,5.045095,4.231943
ENSMUSG00000024972.16,chr19,-,2773,Lgals12,protein_coding,0.813611,0.751666,1.270993,0.74835
ENSMUSG00000024973.16,chr19,+,1408,Hrasls5,"protein_coding,retained_intron",0.139337,0,0,0
ENSMUSG00000024761.3,chr19,+,504,Gm16437,processed_pseudogene,1.167776,2.697166,0.932398,1.969197
ENSMUSG00000024757.7,chr19,-,5431,Slc22a19,"protein_coding,retained_intron",0,0,0.043264,0.066452
ENSMUSG00000083160.1,chr19,-,1116,Gm15967,processed_pseudogene,0.087897,0,0,0.080847
ENSMUSG00000081596.1,chr19,-,1168,Gm15968,processed_pseudogene,0,0,0,0.077247
ENSMUSG00000053303.14,chr19,-,2949,Slc22a26,protein_coding,0,0,0,0
ENSMUSG00000118312.1,chr19,-,1262,AC115715.1,unprocessed_pseudogene,0,0,0,0
ENSMUSG00000067656.13,chr19,-,2152,Slc22a27,protein_coding,0,0,0,0
ENSMUSG00000118220.1,chr19,-,1365,AC122119.2,processed_pseudogene,4.239927,6.971136,11.188776,24.126106
ENSMUSG00000118036.1,chr19,+,2200,AC122119.1,processed_pseudogene,0,0,0,0
ENSMUSG00000063590.3,chr19,-,2004,Slc22a28,protein_coding,0,0,0,0
ENSMUSG00000075044.13,chr19,-,2272,Slc22a29,"lncRNA,protein_coding",0,0.079775,0.172362,0
ENSMUSG00000118280.1,chr19,+,653,AC166748.2,lncRNA,0.300439,0.555129,0.599705,1.10536
ENSMUSG00000118345.1,chr19,-,1364,AC110913.1,processed_pseudogene,2.013644,3.654225,4.536212,8.400717
ENSMUSG00000117877.1,chr19,+,2194,AC166748.1,processed_pseudogene,0,0.123917,0,0.082247
ENSMUSG00000052562.15,chr19,-,3368,Slc22a30,protein_coding,0,0,0,0
ENSMUSG00000110298.1,chr19,-,2926,Gm8189,"lncRNA,transcribed_unprocessed_pseudogene",0,0,0.133837,0.123342
ENSMUSG00000086174.1,chr19,-,790,Gm6425,processed_pseudogene,0.372506,0.22943,0.396564,0.456836
ENSMUSG00000063796.9,chr19,+,3910,Slc22a8,"protein_coding,retained_intron",0.602107,0.30131,1.983075,1.222999
ENSMUSG00000024650.5,chr19,+,3983,Slc22a6,protein_coding,0,0,9.576333,2.627693
ENSMUSG00000117763.1,chr19,-,2742,9830166K06Rik,lncRNA,0,0.099152,0.085691,0.098714
ENSMUSG00000032773.9,chr19,+,6487,Chrm1,protein_coding,2.343834,1.662455,1.835187,0.723247
ENSMUSG00000010095.13,chr19,-,3529,Slc3a2,"protein_coding,retained_intron",134.728771,141.317117,122.331458,78.796693
ENSMUSG00000108414.1,chr19,+,2969,Snhg1,"lncRNA,retained_intron",107.145945,282.252355,46.797647,84.4815
ENSMUSG00000042729.11,chr19,+,1867,Wdr74,"lncRNA,protein_coding,retained_intron",143.856044,137.951577,137.135914,91.094898
ENSMUSG00000090840.2,chr19,+,508,1700092M07Rik,"protein_coding,retained_intron",1.737872,0.178395,1.387584,2.486516
ENSMUSG00000010110.17,chr19,+,5808,Stx5a,"nonsense_mediated_decay,protein_coding,retained_intron",48.928384,46.903935,48.991348,49.602016
ENSMUSG00000010097.15,chr19,+,4427,Nxf1,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",118.434212,133.28617,135.395052,167.304549
ENSMUSG00000117924.1,chr19,+,748,Tmem223,protein_coding,761.927278,824.225008,412.23458,236.901004
ENSMUSG00000118346.1,chr19,-,845,Tmem179b,"lncRNA,nonsense_mediated_decay,protein_coding",53.980292,61.989487,62.101015,44.845575
ENSMUSG00000003680.16,chr19,-,5017,Taf6l,"lncRNA,protein_coding,retained_intron",28.683028,23.157456,26.991778,15.969668
ENSMUSG00000071662.4,chr19,-,1247,Polr2g,"lncRNA,protein_coding",267.612776,271.946982,258.956898,209.753288
ENSMUSG00000071661.7,chr19,+,2004,Zbtb3,protein_coding,14.83146,14.832797,13.95247,11.390684
ENSMUSG00000071660.10,chr19,-,3984,Ttc9c,"protein_coding,retained_intron",37.449746,45.699087,47.928625,102.726084
ENSMUSG00000071659.4,chr19,+,7108,Hnrnpul2,"protein_coding,retained_intron",108.56772,115.38466,108.623051,140.072195
ENSMUSG00000118124.1,chr19,+,599,AC129217.1,nonsense_mediated_decay,0,0,0,0
ENSMUSG00000071658.5,chr19,-,1643,Gng3,protein_coding,487.301799,378.43977,220.091319,139.648351
ENSMUSG00000071657.12,chr19,+,5897,Bscl2,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",23.920307,21.038716,21.96772,14.244446
ENSMUSG00000071656.7,chr19,+,2600,Lrrn4cl,protein_coding,0.603651,0.801681,0.632596,0.451125
ENSMUSG00000071655.12,chr19,+,3047,Ubxn1,"protein_coding,retained_intron",228.283235,208.790903,193.271685,135.589233
ENSMUSG00000071654.6,chr19,-,821,Uqcc3,protein_coding,94.747775,81.462947,88.528972,93.851611
ENSMUSG00000096740.8,chr19,+,3281,Lbhd1,"lncRNA,protein_coding,retained_intron",7.085673,7.789145,10.742043,13.749623
ENSMUSG00000116166.1,chr19,+,534,Gm49403,protein_coding,0,0,0,0
ENSMUSG00000071653.9,chr19,+,1444,1810009A15Rik,"nonsense_mediated_decay,protein_coding,retained_intron",0.135863,0.690355,1.247502,1.062206
ENSMUSG00000116347.1,chr19,+,1064,Gm49416,"lncRNA,protein_coding",0,0,0,0
ENSMUSG00000071652.8,chr19,+,3274,Ints5,protein_coding,81.704401,69.532505,80.809342,36.211266
ENSMUSG00000071650.6,chr19,+,5454,Ganab,"lncRNA,protein_coding,retained_intron",237.805014,237.445536,253.747644,173.369687
ENSMUSG00000071649.6,chr19,+,2588,B3gat3,"nonsense_mediated_decay,protein_coding,retained_intron",171.928455,147.808018,130.374311,75.896399
ENSMUSG00000071648.4,chr19,-,1517,Rom1,protein_coding,4.203071,4.42072,4.336849,2.854846
ENSMUSG00000071647.5,chr19,+,4108,Eml3,"protein_coding,retained_intron",19.986374,31.325991,24.747131,17.24115
ENSMUSG00000114220.1,chr19,-,642,Gm10353,lncRNA,11.306695,6.493364,5.245828,3.513436
ENSMUSG00000071646.9,chr19,+,4093,Mta2,"lncRNA,protein_coding,retained_intron",209.895044,203.235954,215.809693,211.289244
ENSMUSG00000071645.6,chr19,+,3608,Tut1,"protein_coding,retained_intron",70.742394,63.547857,77.757028,46.988033
ENSMUSG00000071644.10,chr19,+,2600,Eef1g,"lncRNA,protein_coding,retained_intron",1326.673062,1262.019624,1461.929718,903.67304
ENSMUSG00000069833.13,chr19,+,19938,Ahnak,"lncRNA,nonsense_mediated_decay,protein_coding",1.603892,1.454505,3.138671,3.090766
ENSMUSG00000024654.8,chr19,-,4297,Asrgl1,"lncRNA,protein_coding",41.136603,41.589957,26.44738,37.144071
ENSMUSG00000024658.7,chr19,+,2017,Gm9750,lncRNA,0.097266,0.134791,0,0.044732
ENSMUSG00000117804.1,chr19,+,580,AC121967.1,processed_pseudogene,8.625438,15.468711,15.394212,27.223068
ENSMUSG00000067608.5,chr19,+,781,Pcna-ps2,processed_pseudogene,7.535971,15.316862,22.062374,43.321876
ENSMUSG00000101398.1,chr19,-,1066,Gm2617,unprocessed_pseudogene,0,0,0,0
ENSMUSG00000071640.3,chr19,-,758,Stxbp3-ps,processed_pseudogene,0,0,0.619959,1.309334
ENSMUSG00000100141.1,chr19,+,1112,Gm6445,unprocessed_pseudogene,0,0.162994,0.070433,0.162275
ENSMUSG00000118383.1,chr19,-,2697,AC132253.9,lncRNA,1.673077,2.016124,1.45201,3.077754
ENSMUSG00000096872.2,chr19,+,1107,Scgb2a2,protein_coding,0,0,0,0
ENSMUSG00000118138.1,chr19,-,4072,AC132253.6,lncRNA,6.841472,6.187054,8.96311,8.840812
ENSMUSG00000024660.9,chr19,-,4329,Incenp,"protein_coding,retained_intron",135.708083,117.944087,148.718444,152.93861
ENSMUSG00000118325.1,chr19,-,1208,AC132253.8,TEC,0,0,0.194507,0.07469
ENSMUSG00000118100.1,chr19,+,720,AC132253.4,"lncRNA,retained_intron",5.449623,7.300329,6.744345,5.263127
ENSMUSG00000118183.1,chr19,+,1387,AC132253.7,TEC,0,0.065339,0,0
ENSMUSG00000118123.1,chr19,-,1484,AC132253.5,TEC,0,0,0,0
ENSMUSG00000024661.7,chr19,+,3469,Fth1,"protein_coding,retained_intron",213.831342,163.694092,208.480852,156.833931
ENSMUSG00000037418.6,chr19,-,2579,Best1,"lncRNA,protein_coding",0.760707,2.002951,1.062912,0.909597
ENSMUSG00000024663.19,chr19,+,7161,Rab3il1,"nonsense_mediated_decay,protein_coding,retained_intron",5.808061,5.783483,12.435619,6.211554
ENSMUSG00000024664.5,chr19,+,3792,Fads3,"lncRNA,protein_coding,retained_intron",10.813018,10.969612,10.822898,6.210109
ENSMUSG00000024665.8,chr19,-,3295,Fads2,"lncRNA,protein_coding",435.420766,361.701469,433.156722,308.873534
ENSMUSG00000010663.5,chr19,+,4812,Fads1,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",148.89295,129.872903,126.157397,110.831282
ENSMUSG00000064032.2,chr19,+,3333,Gm10143,lncRNA,0.294309,0.489423,0.704963,0.866247
ENSMUSG00000024742.15,chr19,-,2422,Fen1,protein_coding,167.390287,165.646513,196.48266,182.796946
ENSMUSG00000036372.14,chr19,+,1611,Tmem258,"lncRNA,protein_coding,retained_intron",396.878711,398.2202,378.383415,181.402147
ENSMUSG00000036098.15,chr19,-,8562,Myrf,"protein_coding,retained_intron",0.423902,0.518642,1.280659,0.663884
ENSMUSG00000035735.10,chr19,-,5747,Dagla,"lncRNA,nonsense_mediated_decay,protein_coding",11.231136,11.968714,12.006469,7.284568
ENSMUSG00000118330.1,chr19,+,2372,AC132148.1,lncRNA,0,0,0,0
ENSMUSG00000024743.16,chr19,+,7487,Syt7,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",32.951041,35.259777,42.534384,28.92214
ENSMUSG00000097862.1,chr19,-,1852,Gm26859,lncRNA,0,0,0,0.048718
ENSMUSG00000118310.1,chr19,+,2756,AC124169.1,TEC,0.462704,0.460358,1.108322,1.113081
ENSMUSG00000090291.3,chr19,-,2103,Lrrc10b,protein_coding,0.8396,1.163513,3.798757,1.844829
ENSMUSG00000035179.4,chr19,-,1652,Ppp1r32,protein_coding,1.603218,3.126884,5.784028,4.369251
ENSMUSG00000024668.8,chr19,-,7195,Sdhaf2,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",11.111324,12.721476,12.257113,20.803797
ENSMUSG00000034820.4,chr19,+,6416,Cpsf7,"nonsense_mediated_decay,protein_coding,retained_intron",86.473698,92.672867,84.058815,87.4969
ENSMUSG00000024667.12,chr19,-,3281,Tmem216,"nonsense_mediated_decay,protein_coding,retained_intron",21.346711,24.610384,29.528683,23.896845
ENSMUSG00000024666.6,chr19,-,2360,Tmem138,"lncRNA,nonsense_mediated_decay,protein_coding",54.824134,68.198979,44.404268,39.530795
ENSMUSG00000117955.1,chr19,+,3034,AC125093.1,TEC,0,0,0,0.029738
ENSMUSG00000034445.8,chr19,+,3910,Cyb561a3,"nonsense_mediated_decay,protein_coding",22.3783,23.061802,22.054193,12.599198
ENSMUSG00000034371.9,chr19,-,4617,Tkfc,"nonsense_mediated_decay,protein_coding",40.813748,37.765228,40.424511,26.557464
ENSMUSG00000024740.10,chr19,+,6409,Ddb1,"protein_coding,retained_intron",518.352794,469.074032,556.095588,416.578054
ENSMUSG00000043789.8,chr19,+,5301,Vwce,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",0.222056,0.512874,0.635318,0.663795
ENSMUSG00000118392.1,chr19,-,596,4930524O05Rik,lncRNA,0,0,0,0
ENSMUSG00000024738.6,chr19,-,1615,Pga5,"lncRNA,protein_coding,retained_intron",0,0,0.048496,0.055867
ENSMUSG00000114772.1,chr19,+,585,2210404E10Rik,lncRNA,0,0,0,0
ENSMUSG00000048832.9,chr19,+,2707,Vps37c,protein_coding,86.60613,82.824411,57.721186,39.996317
ENSMUSG00000024669.8,chr19,-,4928,Cd5,"protein_coding,retained_intron",0,0,0.047679,0.073235
ENSMUSG00000067577.8,chr19,+,3119,A430093F15Rik,"lncRNA,retained_intron",0,0,0,0
ENSMUSG00000024670.17,chr19,-,7968,Cd6,"protein_coding,retained_intron",0.024622,0.045494,0,0
ENSMUSG00000024737.2,chr19,+,5491,Slc15a3,"lncRNA,protein_coding,retained_intron",0.607388,0.742691,1.012716,0.821572
ENSMUSG00000118027.1,chr19,-,1600,AC132402.1,lncRNA,0,0,0,0
ENSMUSG00000024736.15,chr19,-,4548,Tmem132a,"protein_coding,retained_intron",250.991819,208.847451,204.018023,110.202291
ENSMUSG00000034659.14,chr19,-,3798,Tmem109,"lncRNA,protein_coding,retained_intron",35.900362,33.119321,45.80092,22.06926
ENSMUSG00000024735.13,chr19,+,7278,Prpf19,"lncRNA,protein_coding,retained_intron",278.712515,254.678264,318.935448,197.322306
ENSMUSG00000024734.8,chr19,-,1981,Zp1,protein_coding,0.049517,0,0,0
ENSMUSG00000034117.3,chr19,+,2644,Ptgdr2,protein_coding,0.259702,0.137103,0.207356,0.102373
ENSMUSG00000024732.7,chr19,-,5774,Ccdc86,"lncRNA,protein_coding,retained_intron",18.076063,16.919553,18.583366,13.032157
ENSMUSG00000024731.15,chr19,-,1011,Ms4a10,protein_coding,0,0,0.309877,0
ENSMUSG00000067571.4,chr19,-,1777,Ms4a15,protein_coding,0,0,0,0
ENSMUSG00000094584.2,chr19,-,1453,Ms4a18,protein_coding,0,0,0,0
ENSMUSG00000075010.5,chr19,-,804,AW112010,lncRNA,0,0.112717,0.097415,0.11222
ENSMUSG00000024730.7,chr19,-,1795,Ms4a8a,"protein_coding,retained_intron",0,0,0,0
ENSMUSG00000101439.1,chr19,-,1480,Gm336,processed_pseudogene,0.066279,0.061233,0,0
ENSMUSG00000024729.7,chr19,-,3661,1700017D01Rik,"protein_coding,retained_intron",0,0,0,0
ENSMUSG00000099998.1,chr19,+,916,Gm6501,processed_pseudogene,2.355951,4.847832,4.018676,10.834883
ENSMUSG00000024728.13,chr19,-,805,1700025F22Rik,protein_coding,0,0,0,0
ENSMUSG00000057240.14,chr19,-,1389,Ms4a13,protein_coding,0,0,0,0
ENSMUSG00000097091.1,chr19,+,1022,4930526L06Rik,lncRNA,0,0,0.153271,0
ENSMUSG00000101031.2,chr19,-,1808,Ms4a12,protein_coding,0,0,0,0
ENSMUSG00000024673.9,chr19,-,6187,Ms4a1,"protein_coding,retained_intron",0,0,0,0
ENSMUSG00000054523.13,chr19,-,1518,Ms4a5,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",0,0,0,0
ENSMUSG00000099398.1,chr19,-,4065,Ms4a14,protein_coding,0,0.022294,0.019267,0
ENSMUSG00000024672.11,chr19,-,4453,Ms4a7,"protein_coding,retained_intron",0,0.183163,0.334181,0.405233
ENSMUSG00000100392.1,chr19,+,568,Gm28935,lncRNA,0,0,0,0
ENSMUSG00000101389.1,chr19,+,836,Ms4a4a,protein_coding,0.352009,0.108403,3.279007,1.403021
ENSMUSG00000101024.1,chr19,-,1057,Gm5692,processed_pseudogene,0,0,0,0
ENSMUSG00000024675.19,chr19,+,1751,Ms4a4c,protein_coding,0,0,0,0.051528
ENSMUSG00000100615.1,chr19,+,802,Gm5511,processed_pseudogene,0.489243,1.807975,1.171892,2.475001
ENSMUSG00000056290.16,chr19,+,8780,Ms4a4b,"nonsense_mediated_decay,protein_coding,retained_intron",0,0,0,0
ENSMUSG00000079419.4,chr19,+,2050,Ms4a6c,"protein_coding,retained_intron",0.334952,0.707315,1.757456,1.980549
ENSMUSG00000099757.1,chr19,-,5236,BE692007,"lncRNA,retained_intron",0,0,0,0
ENSMUSG00000058470.10,chr19,+,5986,Gm8369,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",0,0,0,0
ENSMUSG00000100529.1,chr19,-,539,Gm19261,lncRNA,0,0,0,0
ENSMUSG00000024677.13,chr19,+,4485,Ms4a6b,"nonsense_mediated_decay,protein_coding,retained_intron",0.174971,0.16165,0.943,0.945502
ENSMUSG00000024678.6,chr19,+,1513,Ms4a4d,protein_coding,0,0,0,0
ENSMUSG00000104088.1,chr19,-,1532,Gm38275,TEC,0,0,0,0
ENSMUSG00000024679.10,chr19,-,1735,Ms4a6d,"lncRNA,protein_coding,retained_intron",0.508841,0.3134,1.128551,1.820101
ENSMUSG00000024680.12,chr19,-,2813,Ms4a2,"lncRNA,protein_coding",0,0,0,0
ENSMUSG00000024681.11,chr19,-,1884,Ms4a3,"protein_coding,retained_intron",0,0,0,0
ENSMUSG00000055895.6,chr19,-,678,Oosp2,protein_coding,0,0,0,0
ENSMUSG00000041857.10,chr19,-,972,Oosp1,"nonsense_mediated_decay,protein_coding",0,0,0,0
ENSMUSG00000055933.13,chr19,+,823,Oosp3,protein_coding,0,0,0,0
ENSMUSG00000100918.1,chr19,-,793,Gm19224,processed_pseudogene,0,0,0,0
ENSMUSG00000024682.3,chr19,+,1537,Cblif,protein_coding,0,0,0,0
ENSMUSG00000024683.6,chr19,+,3169,Mrpl16,"protein_coding,retained_intron",18.881939,18.216465,18.906877,32.11544
ENSMUSG00000041488.16,chr19,-,5711,Stx3,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",0.652695,1.110792,1.714267,3.049103
ENSMUSG00000048292.3,chr19,-,3582,Olfr1417,"lncRNA,protein_coding",0,0,0,0
ENSMUSG00000060556.4,chr19,-,4046,Olfr1418,protein_coding,0,0,0,0
ENSMUSG00000067545.3,chr19,-,3173,Olfr1419,protein_coding,0.030915,0,0.049367,0
ENSMUSG00000051548.4,chr19,-,744,Gm6365,processed_pseudogene,0.92292,3.045187,2.631768,5.214618
ENSMUSG00000060878.4,chr19,+,3066,Olfr1420,"lncRNA,protein_coding",0,0,0,0
ENSMUSG00000046139.8,chr19,+,4290,Patl1,"nonsense_mediated_decay,protein_coding",39.808927,57.353438,36.476973,40.296305
ENSMUSG00000024687.11,chr19,+,4488,Osbp,protein_coding,52.849689,47.594158,44.273945,51.646188
ENSMUSG00000108947.1,chr19,-,743,Olfr1422-ps1,unprocessed_pseudogene,0,0,0,0
ENSMUSG00000067529.2,chr19,-,5570,Olfr1423,protein_coding,0,0,0,0
ENSMUSG00000067528.3,chr19,-,1714,Olfr1424,protein_coding,0,0,0,0
ENSMUSG00000067526.3,chr19,-,2178,Olfr1425,protein_coding,0,0,0,0
ENSMUSG00000044994.10,chr19,-,3351,Olfr1426,protein_coding,0,0,0,0
ENSMUSG00000067525.3,chr19,-,3342,Olfr1427,"lncRNA,protein_coding",0,0,0,0
ENSMUSG00000067524.4,chr19,-,2131,Olfr1428,protein_coding,0,0,0,0
ENSMUSG00000067522.3,chr19,-,3175,Olfr76,"lncRNA,protein_coding",0,0,0,0
ENSMUSG00000108889.2,chr19,-,2918,Olfr1555-ps1,protein_coding,0,0,0,0
ENSMUSG00000109410.1,chr19,-,917,Olfr1430-ps1,unprocessed_pseudogene,0,0,0,0
ENSMUSG00000094133.2,chr19,+,3184,Olfr1431,"lncRNA,protein_coding",0,0,0,0
ENSMUSG00000109022.2,chr19,-,2068,Olfr1432,protein_coding,0,0,0,0
ENSMUSG00000067519.1,chr19,-,939,Olfr262,protein_coding,0,0,0,0
ENSMUSG00000060049.5,chr19,+,3576,Olfr235,protein_coding,0,0,0,0
ENSMUSG00000118093.1,chr19,+,1349,AC129773.1,processed_pseudogene,2.617758,3.963574,5.16724,8.561011
ENSMUSG00000095640.4,chr19,+,2769,Olfr1434,protein_coding,0,0,0,0
ENSMUSG00000067513.1,chr19,-,948,Olfr1436,protein_coding,0,0,0,0
ENSMUSG00000096436.3,chr19,-,3966,Olfr1437,protein_coding,0,0,0,0
ENSMUSG00000109328.2,chr19,-,4761,Olfr1438-ps1,protein_coding,0,0,0,0
ENSMUSG00000109007.1,chr19,-,824,Olfr1439-ps1,unprocessed_pseudogene,0,0,0,0
ENSMUSG00000046650.4,chr19,+,7609,Olfr1440,"lncRNA,nonsense_mediated_decay,protein_coding",0,0,0,0
ENSMUSG00000050815.6,chr19,+,2200,Olfr1441,protein_coding,0,0,0,0
ENSMUSG00000040065.8,chr19,+,3918,Pfpl,protein_coding,0,0,0,0
ENSMUSG00000046805.10,chr19,+,4334,Mpeg1,protein_coding,2.037007,4.809344,3.307065,6.037208
ENSMUSG00000039982.8,chr19,-,5226,Dtx4,protein_coding,60.121045,52.283521,71.877071,59.30405
ENSMUSG00000086213.2,chr19,-,2323,A330040F15Rik,"lncRNA,retained_intron",0,0,0,0
ENSMUSG00000111118.1,chr19,-,1786,Gm6545,processed_pseudogene,0,0,0,0
ENSMUSG00000024691.13,chr19,+,4125,Fam111a,"lncRNA,protein_coding",11.319363,13.203754,15.170623,30.424972
ENSMUSG00000084836.1,chr19,-,592,Gm16274,processed_pseudogene,0,0,0,0
ENSMUSG00000071633.11,chr19,+,2254,Gm4952,protein_coding,0,0.040206,0,0.080058
ENSMUSG00000063683.12,chr19,+,4780,Glyat,"lncRNA,protein_coding,retained_intron",0,0.037918,0,0
ENSMUSG00000044441.5,chr19,+,3629,Olfr1442,protein_coding,0,0,0,0
ENSMUSG00000045030.8,chr19,+,4397,Olfr1443,"nonsense_mediated_decay,protein_coding",0,0,0,0
ENSMUSG00000024694.9,chr19,+,5664,Keg1,"lncRNA,protein_coding,retained_intron",0,0,0,0
ENSMUSG00000084981.7,chr19,-,879,Gm15962,lncRNA,0,0,0,0
ENSMUSG00000024695.15,chr19,-,10046,Zfp91,"nonsense_mediated_decay,protein_coding,retained_intron",31.997957,34.938257,37.390959,62.338434
ENSMUSG00000079415.2,chr19,-,1073,Cntf,protein_coding,0.457098,1.182429,0.656936,2.018081
ENSMUSG00000024696.9,chr19,+,1790,Lpxn,protein_coding,2.082426,1.518851,1.31265,2.570657
ENSMUSG00000091014.3,chr19,+,743,Gm5244,protein_coding,0,0,0,0
ENSMUSG00000046272.4,chr19,+,1895,Olfr1444,protein_coding,0,0,0,0
ENSMUSG00000045126.2,chr19,+,1001,Olfr1445,protein_coding,0,0,0,0
ENSMUSG00000057817.6,chr19,-,2596,Olfr1446,protein_coding,0,0,0,0
ENSMUSG00000060303.4,chr19,-,2655,Olfr1447,protein_coding,0,0,0,0
ENSMUSG00000112693.1,chr19,+,1522,Gm5512,"lncRNA,transcribed_unprocessed_pseudogene",0.386701,0.476346,0.720434,1.185611
ENSMUSG00000048456.3,chr19,-,4336,Olfr1448,protein_coding,0,0,0,0
ENSMUSG00000049498.5,chr19,+,1304,Olfr1449,protein_coding,0,0,0,0
ENSMUSG00000062892.4,chr19,+,3113,Olfr1450,protein_coding,0,0,0,0
ENSMUSG00000046913.3,chr19,+,1698,Olfr1451,protein_coding,0,0,0,0
ENSMUSG00000109148.1,chr19,+,925,Olfr1452-ps1,polymorphic_pseudogene,0,0,0,0
ENSMUSG00000094755.1,chr19,-,924,Olfr1453,protein_coding,0,0,0,0
ENSMUSG00000094986.3,chr19,+,4284,Olfr1454,protein_coding,0,0,0,0
ENSMUSG00000109126.1,chr19,+,771,Olfr1455-ps1,unprocessed_pseudogene,0,0,0,0
ENSMUSG00000067482.2,chr19,-,518,Olfr1456-ps1,unprocessed_pseudogene,0,0,0,0
ENSMUSG00000061637.5,chr19,-,2549,Olfr1457,protein_coding,0,0,0,0
ENSMUSG00000062844.6,chr19,-,1914,Olfr1458,protein_coding,0,0,0,0
ENSMUSG00000057503.6,chr19,-,8929,Olfr1459,"lncRNA,protein_coding",0,0,0,0
ENSMUSG00000109415.1,chr19,+,899,Olfr1460-ps1,unprocessed_pseudogene,0,0,0,0
ENSMUSG00000045883.5,chr19,+,3525,Olfr1461,protein_coding,0,0,0,0
ENSMUSG00000094721.3,chr19,+,3424,Olfr1462,protein_coding,0,0,0,0
ENSMUSG00000096365.4,chr19,+,2315,Olfr1463,protein_coding,0,0,0,0
